game_id,game_date,game_time_et,away_team,home_team,away_team_full_name,home_team_full_name,game_number_this_day,game_number_this_day_and_time,away_team_espn_abbr,home_team_espn_abbr
game_0021900707,1/28/20,10:00 PM,LAC,LAL,LA Clippers,Los Angeles Lakers,9,1,lac,lal
game_0021900708,1/29/20,7:00 PM,CHI,IND,Chicago Bulls,Indiana Pacers,1,1,chi,ind
game_0021900709,1/29/20,7:30 PM,DET,BKN,Detroit Pistons,Brooklyn Nets,2,1,det,bkn
game_0021900710,1/29/20,7:30 PM,MEM,NYK,Memphis Grizzlies,New York Knicks,3,2,mem,nyk
game_0021900711,1/29/20,8:30 PM,UTA,SAS,Utah Jazz,San Antonio Spurs,4,1,uth,sas
game_0021900712,1/29/20,10:00 PM,HOU,POR,Houston Rockets,Portland Trail Blazers,5,1,hou,por
game_0021900713,1/29/20,10:00 PM,OKC,SAC,Oklahoma City Thunder,Sacramento Kings,6,2,okc,sac
game_0021900715,1/30/20,7:00 PM,CHA,WAS,Charlotte Hornets,Washington Wizards,1,1,cha,was
game_0021900714,1/30/20,7:00 PM,TOR,CLE,Toronto Raptors,Cleveland Cavaliers,2,2,tor,cle
game_0021900716,1/30/20,7:30 PM,PHI,ATL,Philadelphia 76ers,Atlanta Hawks,3,1,phi,atl
game_0021900717,1/30/20,8:00 PM,GSW,BOS,Golden State Warriors,Boston Celtics,4,1,gsw,bos
game_0021900719,1/30/20,10:30 PM,SAC,LAC,Sacramento Kings,LA Clippers,5,1,sac,lac
game_0021900718,1/30/20,10:30 PM,UTA,DEN,Utah Jazz,Denver Nuggets,6,2,uth,den
game_0021900720,1/31/20,7:00 PM,TOR,DET,Toronto Raptors,Detroit Pistons,1,1,tor,det
game_0021900721,1/31/20,7:30 PM,CHI,BKN,Chicago Bulls,Brooklyn Nets,2,1,chi,bkn
game_0021900722,1/31/20,8:00 PM,DAL,HOU,Dallas Mavericks,Houston Rockets,3,1,dal,hou
game_0021900723,1/31/20,8:00 PM,MEM,NOP,Memphis Grizzlies,New Orleans Pelicans,4,2,mem,no
game_0021900724,1/31/20,9:00 PM,DEN,MIL,Denver Nuggets,Milwaukee Bucks,5,1,den,mil
game_0021900725,1/31/20,9:00 PM,OKC,PHX,Oklahoma City Thunder,Phoenix Suns,6,2,okc,phx
game_0021900726,1/31/20,10:30 PM,POR,LAL,Portland Trail Blazers,Los Angeles Lakers,7,1,por,lal
game_0021900727,2/1/20,3:30 PM,MIN,LAC,Minnesota Timberwolves,LA Clippers,1,1,min,lac
game_0021900729,2/1/20,7:00 PM,MIA,ORL,Miami Heat,Orlando Magic,2,1,mia,orl
game_0021900728,2/1/20,7:00 PM,NYK,IND,New York Knicks,Indiana Pacers,3,2,nyk,ind
game_0021900731,2/1/20,8:00 PM,BKN,WAS,Brooklyn Nets,Washington Wizards,4,1,bkn,was
game_0021900730,2/1/20,8:00 PM,GSW,CLE,Golden State Warriors,Cleveland Cavaliers,5,2,gsw,cle
game_0021900733,2/1/20,8:30 PM,ATL,DAL,Atlanta Hawks,Dallas Mavericks,6,1,atl,dal
game_0021900732,2/1/20,8:30 PM,PHI,BOS,Philadelphia 76ers,Boston Celtics,7,2,phi,bos
game_0021900734,2/1/20,9:00 PM,CHA,SAS,Charlotte Hornets,San Antonio Spurs,8,1,cha,sas
game_0021900736,2/1/20,10:00 PM,LAL,SAC,Los Angeles Lakers,Sacramento Kings,9,1,lal,sac
game_0021900735,2/1/20,10:00 PM,UTA,POR,Utah Jazz,Portland Trail Blazers,10,2,uth,por
game_0021900737,2/2/20,12:30 PM,DEN,DET,Denver Nuggets,Detroit Pistons,1,1,den,det
game_0021900738,2/2/20,2:00 PM,NOP,HOU,New Orleans Pelicans,Houston Rockets,2,1,no,hou
game_0021900739,2/2/20,2:00 PM,PHX,MIL,Phoenix Suns,Milwaukee Bucks,3,2,phx,mil
game_0021900740,2/2/20,3:00 PM,CHI,TOR,Chicago Bulls,Toronto Raptors,4,1,chi,tor
game_0021900743,2/3/20,7:00 PM,DAL,IND,Dallas Mavericks,Indiana Pacers,1,1,dal,ind
game_0021900744,2/3/20,7:00 PM,GSW,WAS,Golden State Warriors,Washington Wizards,2,2,gsw,was
game_0021900742,2/3/20,7:00 PM,NYK,CLE,New York Knicks,Cleveland Cavaliers,3,3,nyk,cle
game_0021900741,2/3/20,7:00 PM,ORL,CHA,Orlando Magic,Charlotte Hornets,4,4,orl,cha
game_0021900745,2/3/20,7:30 PM,BOS,ATL,Boston Celtics,Atlanta Hawks,5,1,bos,atl
game_0021900747,2/3/20,7:30 PM,PHI,MIA,Philadelphia 76ers,Miami Heat,6,2,phi,mia
game_0021900746,2/3/20,7:30 PM,PHX,BKN,Phoenix Suns,Brooklyn Nets,7,3,phx,bkn
game_0021900748,2/3/20,8:00 PM,DET,MEM,Detroit Pistons,Memphis Grizzlies,8,1,det,mem
game_0021900749,2/3/20,10:00 PM,MIN,SAC,Minnesota Timberwolves,Sacramento Kings,9,1,min,sac
game_0021900750,2/3/20,10:30 PM,SAS,LAC,San Antonio Spurs,LA Clippers,10,1,sas,lac
game_0021900751,2/4/20,7:30 PM,MIL,NOP,Milwaukee Bucks,New Orleans Pelicans,1,1,mil,no
game_0021900752,2/4/20,8:00 PM,CHA,HOU,Charlotte Hornets,Houston Rockets,2,1,cha,hou
game_0021900753,2/4/20,10:00 PM,POR,DEN,Portland Trail Blazers,Denver Nuggets,3,1,por,den
game_0021900754,2/4/20,10:30 PM,SAS,LAL,San Antonio Spurs,Los Angeles Lakers,4,1,sas,lal
game_0021900755,2/5/20,7:00 PM,PHX,DET,Phoenix Suns,Detroit Pistons,1,1,phx,det
game_0021900757,2/5/20,7:30 PM,GSW,BKN,Golden State Warriors,Brooklyn Nets,2,1,gsw,bkn
game_0021900758,2/5/20,7:30 PM,IND,TOR,Indiana Pacers,Toronto Raptors,3,2,ind,tor
game_0021900756,2/5/20,7:30 PM,ORL,BOS,Orlando Magic,Boston Celtics,4,3,orl,bos
game_0021900759,2/5/20,8:00 PM,ATL,MIN,Atlanta Hawks,Minnesota Timberwolves,5,1,atl,min
game_0021900760,2/5/20,8:00 PM,CLE,OKC,Cleveland Cavaliers,Oklahoma City Thunder,6,2,cle,okc
game_0021900761,2/5/20,8:30 PM,MEM,DAL,Memphis Grizzlies,Dallas Mavericks,7,1,mem,dal
game_0021900762,2/5/20,10:00 PM,DEN,UTA,Denver Nuggets,Utah Jazz,8,1,den,uth
game_0021900763,2/5/20,10:30 PM,MIA,LAC,Miami Heat,LA Clippers,9,1,mia,lac
game_0021900764,2/6/20,7:30 PM,ORL,NYK,Orlando Magic,New York Knicks,1,1,orl,nyk
game_0021900765,2/6/20,8:00 PM,NOP,CHI,New Orleans Pelicans,Chicago Bulls,2,1,no,chi
game_0021900766,2/6/20,8:00 PM,PHI,MIL,Philadelphia 76ers,Milwaukee Bucks,3,2,phi,mil
game_0021900767,2/6/20,10:00 PM,SAS,POR,San Antonio Spurs,Portland Trail Blazers,4,1,sas,por
game_0021900768,2/6/20,10:30 PM,HOU,LAL,Houston Rockets,Los Angeles Lakers,5,1,hou,lal
game_0021900770,2/7/20,7:00 PM,DAL,WAS,Dallas Mavericks,Washington Wizards,1,1,dal,was
game_0021900769,2/7/20,7:00 PM,MEM,PHI,Memphis Grizzlies,Philadelphia 76ers,2,2,mem,phi
game_0021900771,2/7/20,7:30 PM,ATL,BOS,Atlanta Hawks,Boston Celtics,3,1,atl,bos
game_0021900773,2/7/20,8:00 PM,DET,OKC,Detroit Pistons,Oklahoma City Thunder,4,1,det,okc
game_0021900772,2/7/20,8:00 PM,TOR,IND,Toronto Raptors,Indiana Pacers,5,2,tor,ind
game_0021900774,2/7/20,9:00 PM,HOU,PHX,Houston Rockets,Phoenix Suns,6,1,hou,phx
game_0021900775,2/7/20,10:00 PM,MIA,SAC,Miami Heat,Sacramento Kings,7,1,mia,sac
game_0021900776,2/7/20,10:30 PM,POR,UTA,Portland Trail Blazers,Utah Jazz,8,1,por,uth
game_0021900777,2/8/20,5:00 PM,MIL,ORL,Milwaukee Bucks,Orlando Magic,1,1,mil,orl
game_0021900778,2/8/20,7:00 PM,DAL,CHA,Dallas Mavericks,Charlotte Hornets,2,1,dal,cha
game_0021900779,2/8/20,7:00 PM,NYK,DET,New York Knicks,Detroit Pistons,3,2,nyk,det
game_0021900781,2/8/20,7:30 PM,BKN,TOR,Brooklyn Nets,Toronto Raptors,4,1,bkn,tor
game_0021900780,2/8/20,7:30 PM,NOP,IND,New Orleans Pelicans,Indiana Pacers,5,2,no,ind
game_0021900782,2/8/20,8:00 PM,LAC,MIN,LA Clippers,Minnesota Timberwolves,6,1,lac,min
game_0021900783,2/8/20,8:30 PM,LAL,GSW,Los Angeles Lakers,Golden State Warriors,7,1,lal,gsw
game_0021900784,2/8/20,9:00 PM,DEN,PHX,Denver Nuggets,Phoenix Suns,8,1,den,phx
game_0021900785,2/8/20,10:00 PM,SAS,SAC,San Antonio Spurs,Sacramento Kings,9,1,sas,sac
game_0021900786,2/9/20,3:30 PM,BOS,OKC,Boston Celtics,Oklahoma City Thunder,1,1,bos,okc
game_0021900788,2/9/20,6:00 PM,CHI,PHI,Chicago Bulls,Philadelphia 76ers,2,1,chi,phi
game_0021900789,2/9/20,6:00 PM,MEM,WAS,Memphis Grizzlies,Washington Wizards,3,2,mem,was
game_0021900787,2/9/20,6:00 PM,NYK,ATL,New York Knicks,Atlanta Hawks,4,3,nyk,atl
game_0021900790,2/9/20,7:00 PM,UTA,HOU,Utah Jazz,Houston Rockets,5,1,uth,hou
game_0021900791,2/9/20,7:30 PM,LAC,CLE,LA Clippers,Cleveland Cavaliers,6,1,lac,cle
game_0021900792,2/9/20,9:00 PM,MIA,POR,Miami Heat,Portland Trail Blazers,7,1,mia,por
game_0021900795,2/10/20,7:00 PM,ATL,ORL,Atlanta Hawks,Orlando Magic,1,1,atl,orl
game_0021900794,2/10/20,7:00 PM,BKN,IND,Brooklyn Nets,Indiana Pacers,2,2,bkn,ind
game_0021900793,2/10/20,7:00 PM,CHA,DET,Charlotte Hornets,Detroit Pistons,3,3,cha,det
game_0021900796,2/10/20,7:30 PM,MIN,TOR,Minnesota Timberwolves,Toronto Raptors,4,1,min,tor
game_0021900797,2/10/20,8:00 PM,SAC,MIL,Sacramento Kings,Milwaukee Bucks,5,1,sac,mil
game_0021900798,2/10/20,8:30 PM,UTA,DAL,Utah Jazz,Dallas Mavericks,6,1,uth,dal
game_0021900799,2/10/20,9:00 PM,SAS,DEN,San Antonio Spurs,Denver Nuggets,7,1,sas,den
game_0021900800,2/10/20,10:30 PM,MIA,GSW,Miami Heat,Golden State Warriors,8,1,mia,gsw
game_0021900801,2/10/20,10:30 PM,PHX,LAL,Phoenix Suns,Los Angeles Lakers,9,2,phx,lal
game_0021900803,2/11/20,7:00 PM,CHI,WAS,Chicago Bulls,Washington Wizards,1,1,chi,was
game_0021900802,2/11/20,7:00 PM,LAC,PHI,LA Clippers,Philadelphia 76ers,2,2,lac,phi
game_0021900804,2/11/20,8:00 PM,POR,NOP,Portland Trail Blazers,New Orleans Pelicans,3,1,por,no
game_0021900805,2/11/20,8:00 PM,SAS,OKC,San Antonio Spurs,Oklahoma City Thunder,4,2,sas,okc
game_0021900806,2/11/20,9:30 PM,BOS,HOU,Boston Celtics,Houston Rockets,5,1,bos,hou
game_0021900807,2/12/20,7:00 PM,ATL,CLE,Atlanta Hawks,Cleveland Cavaliers,1,1,atl,cle
game_0021900808,2/12/20,7:00 PM,DET,ORL,Detroit Pistons,Orlando Magic,2,2,det,orl
game_0021900810,2/12/20,7:30 PM,MIL,IND,Milwaukee Bucks,Indiana Pacers,3,1,mil,ind
game_0021900809,2/12/20,7:30 PM,TOR,BKN,Toronto Raptors,Brooklyn Nets,4,2,tor,bkn
game_0021900811,2/12/20,7:30 PM,WAS,NYK,Washington Wizards,New York Knicks,5,3,was,nyk
game_0021900813,2/12/20,8:00 PM,CHA,MIN,Charlotte Hornets,Minnesota Timberwolves,6,1,cha,min
game_0021900812,2/12/20,8:00 PM,POR,MEM,Portland Trail Blazers,Memphis Grizzlies,7,2,por,mem
game_0021900814,2/12/20,8:30 PM,SAC,DAL,Sacramento Kings,Dallas Mavericks,8,1,sac,dal
game_0021900815,2/12/20,9:00 PM,GSW,PHX,Golden State Warriors,Phoenix Suns,9,1,gsw,phx
game_0021900816,2/12/20,9:00 PM,MIA,UTA,Miami Heat,Utah Jazz,10,2,mia,uth
game_0021900817,2/12/20,10:00 PM,LAL,DEN,Los Angeles Lakers,Denver Nuggets,11,1,lal,den
game_0021900818,2/13/20,8:00 PM,LAC,BOS,LA Clippers,Boston Celtics,1,1,lac,bos
game_0021900819,2/13/20,8:00 PM,OKC,NOP,Oklahoma City Thunder,New Orleans Pelicans,2,2,okc,no
game_0021900820,2/20/20,7:00 PM,MIL,DET,Milwaukee Bucks,Detroit Pistons,1,1,mil,det
game_0021900821,2/20/20,7:30 PM,MIA,ATL,Miami Heat,Atlanta Hawks,2,1,mia,atl
game_0021900822,2/20/20,8:00 PM,BKN,PHI,Brooklyn Nets,Philadelphia 76ers,3,1,bkn,phi
game_0021900823,2/20/20,8:00 PM,CHA,CHI,Charlotte Hornets,Chicago Bulls,4,2,cha,chi
game_0021900824,2/20/20,10:00 PM,MEM,SAC,Memphis Grizzlies,Sacramento Kings,5,1,mem,sac
game_0021900825,2/20/20,10:30 PM,HOU,GSW,Houston Rockets,Golden State Warriors,6,1,hou,gsw
game_0021900827,2/21/20,7:00 PM,CLE,WAS,Cleveland Cavaliers,Washington Wizards,1,1,cle,was
game_0021900826,2/21/20,7:00 PM,DAL,ORL,Dallas Mavericks,Orlando Magic,2,2,dal,orl
game_0021900828,2/21/20,7:30 PM,IND,NYK,Indiana Pacers,New York Knicks,3,1,ind,nyk
game_0021900829,2/21/20,7:30 PM,PHX,TOR,Phoenix Suns,Toronto Raptors,4,2,phx,tor
game_0021900830,2/21/20,8:00 PM,BOS,MIN,Boston Celtics,Minnesota Timberwolves,5,1,bos,min
game_0021900831,2/21/20,8:00 PM,DEN,OKC,Denver Nuggets,Oklahoma City Thunder,6,2,den,okc
game_0021900832,2/21/20,9:00 PM,SAS,UTA,San Antonio Spurs,Utah Jazz,7,1,sas,uth
game_0021900833,2/21/20,10:30 PM,MEM,LAL,Memphis Grizzlies,Los Angeles Lakers,8,1,mem,lal
game_0021900834,2/21/20,10:30 PM,NOP,POR,New Orleans Pelicans,Portland Trail Blazers,9,2,no,por
game_0021900835,2/22/20,3:30 PM,SAC,LAC,Sacramento Kings,LA Clippers,1,1,sac,lac
game_0021900836,2/22/20,7:00 PM,BKN,CHA,Brooklyn Nets,Charlotte Hornets,2,1,bkn,cha
game_0021900837,2/22/20,7:30 PM,DAL,ATL,Dallas Mavericks,Atlanta Hawks,3,1,dal,atl
game_0021900838,2/22/20,8:00 PM,CLE,MIA,Cleveland Cavaliers,Miami Heat,4,1,cle,mia
game_0021900839,2/22/20,8:00 PM,PHX,CHI,Phoenix Suns,Chicago Bulls,5,2,phx,chi
game_0021900840,2/22/20,8:30 PM,PHI,MIL,Philadelphia 76ers,Milwaukee Bucks,6,1,phi,mil
game_0021900841,2/22/20,9:00 PM,HOU,UTA,Houston Rockets,Utah Jazz,7,1,hou,uth
game_0021900842,2/23/20,3:30 PM,BOS,LAL,Boston Celtics,Los Angeles Lakers,1,1,bos,lal
game_0021900843,2/23/20,6:00 PM,IND,TOR,Indiana Pacers,Toronto Raptors,2,1,ind,tor
game_0021900844,2/23/20,6:00 PM,MIN,DEN,Minnesota Timberwolves,Denver Nuggets,3,2,min,den
game_0021900846,2/23/20,7:00 PM,SAS,OKC,San Antonio Spurs,Oklahoma City Thunder,4,1,sas,okc
game_0021900845,2/23/20,7:00 PM,WAS,CHI,Washington Wizards,Chicago Bulls,5,2,was,chi
game_0021900847,2/23/20,8:30 PM,NOP,GSW,New Orleans Pelicans,Golden State Warriors,6,1,no,gsw
game_0021900848,2/23/20,9:00 PM,DET,POR,Detroit Pistons,Portland Trail Blazers,7,1,det,por
game_0021900850,2/24/20,7:00 PM,ATL,PHI,Atlanta Hawks,Philadelphia 76ers,1,1,atl,phi
game_0021900849,2/24/20,7:00 PM,MIA,CLE,Miami Heat,Cleveland Cavaliers,2,2,mia,cle
game_0021900851,2/24/20,7:00 PM,MIL,WAS,Milwaukee Bucks,Washington Wizards,3,3,mil,was
game_0021900852,2/24/20,7:30 PM,ORL,BKN,Orlando Magic,Brooklyn Nets,4,1,orl,bkn
game_0021900853,2/24/20,8:00 PM,NYK,HOU,New York Knicks,Houston Rockets,5,1,nyk,hou
game_0021900854,2/24/20,8:30 PM,MIN,DAL,Minnesota Timberwolves,Dallas Mavericks,6,1,min,dal
game_0021900855,2/24/20,9:00 PM,PHX,UTA,Phoenix Suns,Utah Jazz,7,1,phx,uth
game_0021900856,2/24/20,10:30 PM,MEM,LAC,Memphis Grizzlies,LA Clippers,8,1,mem,lac
game_0021900857,2/25/20,7:00 PM,CHA,IND,Charlotte Hornets,Indiana Pacers,1,1,cha,ind
game_0021900858,2/25/20,7:30 PM,MIL,TOR,Milwaukee Bucks,Toronto Raptors,2,1,mil,tor
game_0021900859,2/25/20,8:00 PM,OKC,CHI,Oklahoma City Thunder,Chicago Bulls,3,1,okc,chi
game_0021900860,2/25/20,9:00 PM,DET,DEN,Detroit Pistons,Denver Nuggets,4,1,det,den
game_0021900862,2/25/20,10:00 PM,BOS,POR,Boston Celtics,Portland Trail Blazers,5,1,bos,por
game_0021900861,2/25/20,10:00 PM,NOP,LAL,New Orleans Pelicans,Los Angeles Lakers,6,2,no,lal
game_0021900863,2/25/20,10:30 PM,SAC,GSW,Sacramento Kings,Golden State Warriors,7,1,sac,gsw
game_0021900866,2/26/20,7:00 PM,BKN,WAS,Brooklyn Nets,Washington Wizards,1,1,bkn,was
game_0021900864,2/26/20,7:00 PM,NYK,CHA,New York Knicks,Charlotte Hornets,2,2,nyk,cha
game_0021900865,2/26/20,7:00 PM,PHI,CLE,Philadelphia 76ers,Cleveland Cavaliers,3,3,phi,cle
game_0021900869,2/26/20,7:30 PM,DAL,SAS,Dallas Mavericks,San Antonio Spurs,4,1,dal,sas
game_0021900868,2/26/20,7:30 PM,MIN,MIA,Minnesota Timberwolves,Miami Heat,5,2,min,mia
game_0021900867,2/26/20,7:30 PM,ORL,ATL,Orlando Magic,Atlanta Hawks,6,3,orl,atl
game_0021900870,2/26/20,8:00 PM,MEM,HOU,Memphis Grizzlies,Houston Rockets,7,1,mem,hou
game_0021900871,2/26/20,9:00 PM,LAC,PHX,LA Clippers,Phoenix Suns,8,1,lac,phx
game_0021900872,2/26/20,10:00 PM,BOS,UTA,Boston Celtics,Utah Jazz,9,1,bos,uth
game_0021900873,2/27/20,7:00 PM,NYK,PHI,New York Knicks,Philadelphia 76ers,1,1,nyk,phi
game_0021900874,2/27/20,8:00 PM,POR,IND,Portland Trail Blazers,Indiana Pacers,2,1,por,ind
game_0021900875,2/27/20,8:00 PM,SAC,OKC,Sacramento Kings,Oklahoma City Thunder,3,2,sac,okc
game_0021900876,2/27/20,10:30 PM,LAL,GSW,Los Angeles Lakers,Golden State Warriors,4,1,lal,gsw
game_0021900877,2/28/20,7:00 PM,MIN,ORL,Minnesota Timberwolves,Orlando Magic,1,1,min,orl
game_0021900878,2/28/20,7:30 PM,BKN,ATL,Brooklyn Nets,Atlanta Hawks,2,1,bkn,atl
game_0021900879,2/28/20,7:30 PM,CHA,TOR,Charlotte Hornets,Toronto Raptors,3,2,cha,tor
game_0021900883,2/28/20,8:00 PM,CLE,NOP,Cleveland Cavaliers,New Orleans Pelicans,4,1,cle,no
game_0021900880,2/28/20,8:00 PM,DAL,MIA,Dallas Mavericks,Miami Heat,5,2,dal,mia
game_0021900882,2/28/20,8:00 PM,OKC,MIL,Oklahoma City Thunder,Milwaukee Bucks,6,3,okc,mil
game_0021900881,2/28/20,8:00 PM,SAC,MEM,Sacramento Kings,Memphis Grizzlies,7,4,sac,mem
game_0021900884,2/28/20,9:00 PM,DET,PHX,Detroit Pistons,Phoenix Suns,8,1,det,phx
game_0021900885,2/28/20,9:00 PM,WAS,UTA,Washington Wizards,Utah Jazz,9,2,was,uth
game_0021900886,2/28/20,10:30 PM,DEN,LAC,Denver Nuggets,LA Clippers,10,1,den,lac
game_0021900887,2/29/20,5:00 PM,CHI,NYK,Chicago Bulls,New York Knicks,1,1,chi,nyk
game_0021900889,2/29/20,7:30 PM,BKN,MIA,Brooklyn Nets,Miami Heat,2,1,bkn,mia
game_0021900888,2/29/20,7:30 PM,POR,ATL,Portland Trail Blazers,Atlanta Hawks,3,2,por,atl
game_0021900890,2/29/20,8:00 PM,IND,CLE,Indiana Pacers,Cleveland Cavaliers,4,1,ind,cle
game_0021900891,2/29/20,8:00 PM,LAL,MEM,Los Angeles Lakers,Memphis Grizzlies,5,2,lal,mem
game_0021900892,2/29/20,8:30 PM,HOU,BOS,Houston Rockets,Boston Celtics,6,1,hou,bos
game_0021900893,2/29/20,8:30 PM,ORL,SAS,Orlando Magic,San Antonio Spurs,7,2,orl,sas
game_0021900894,2/29/20,9:00 PM,GSW,PHX,Golden State Warriors,Phoenix Suns,8,1,gsw,phx
game_0021900895,3/1/20,1:00 PM,MIL,CHA,Milwaukee Bucks,Charlotte Hornets,1,1,mil,cha
game_0021900896,3/1/20,3:30 PM,DAL,MIN,Dallas Mavericks,Minnesota Timberwolves,2,1,dal,min
game_0021900897,3/1/20,3:30 PM,PHI,LAC,Philadelphia 76ers,LA Clippers,3,2,phi,lac
game_0021900899,3/1/20,6:00 PM,DET,SAC,Detroit Pistons,Sacramento Kings,4,1,det,sac
game_0021900898,3/1/20,6:00 PM,TOR,DEN,Toronto Raptors,Denver Nuggets,5,2,tor,den
game_0021900900,3/1/20,8:00 PM,LAL,NOP,Los Angeles Lakers,New Orleans Pelicans,6,1,lal,no
game_0021900901,3/1/20,8:30 PM,WAS,GSW,Washington Wizards,Golden State Warriors,7,1,was,gsw
game_0021900903,3/2/20,7:00 PM,HOU,NYK,Houston Rockets,New York Knicks,1,1,hou,nyk
game_0021900904,3/2/20,7:00 PM,POR,ORL,Portland Trail Blazers,Orlando Magic,2,2,por,orl
game_0021900902,3/2/20,7:00 PM,UTA,CLE,Utah Jazz,Cleveland Cavaliers,3,3,uth,cle
game_0021900905,3/2/20,7:30 PM,MEM,ATL,Memphis Grizzlies,Atlanta Hawks,4,1,mem,atl
game_0021900906,3/2/20,7:30 PM,MIL,MIA,Milwaukee Bucks,Miami Heat,5,2,mil,mia
game_0021900907,3/2/20,8:00 PM,DAL,CHI,Dallas Mavericks,Chicago Bulls,6,1,dal,chi
game_0021900908,3/2/20,8:30 PM,IND,SAS,Indiana Pacers,San Antonio Spurs,7,1,ind,sas
game_0021900909,3/3/20,7:00 PM,SAS,CHA,San Antonio Spurs,Charlotte Hornets,1,1,sas,cha
game_0021900910,3/3/20,7:30 PM,BKN,BOS,Brooklyn Nets,Boston Celtics,2,1,bkn,bos
game_0021900912,3/3/20,8:00 PM,LAC,OKC,LA Clippers,Oklahoma City Thunder,3,1,lac,okc
game_0021900911,3/3/20,8:00 PM,MIN,NOP,Minnesota Timberwolves,New Orleans Pelicans,4,2,min,no
game_0021900913,3/3/20,9:00 PM,GSW,DEN,Golden State Warriors,Denver Nuggets,5,1,gsw,den
game_0021900914,3/3/20,9:00 PM,TOR,PHX,Toronto Raptors,Phoenix Suns,6,2,tor,phx
game_0021900915,3/3/20,10:00 PM,PHI,LAL,Philadelphia 76ers,Los Angeles Lakers,7,1,phi,lal
game_0021900916,3/3/20,10:00 PM,WAS,SAC,Washington Wizards,Sacramento Kings,8,2,was,sac
game_0021900917,3/4/20,7:00 PM,BOS,CLE,Boston Celtics,Cleveland Cavaliers,1,1,bos,cle
game_0021900918,3/4/20,7:00 PM,OKC,DET,Oklahoma City Thunder,Detroit Pistons,2,2,okc,det
game_0021900919,3/4/20,7:00 PM,ORL,MIA,Orlando Magic,Miami Heat,3,3,orl,mia
game_0021900920,3/4/20,7:30 PM,MEM,BKN,Memphis Grizzlies,Brooklyn Nets,4,1,mem,bkn
game_0021900921,3/4/20,7:30 PM,UTA,NYK,Utah Jazz,New York Knicks,5,2,uth,nyk
game_0021900922,3/4/20,8:00 PM,CHI,MIN,Chicago Bulls,Minnesota Timberwolves,6,1,chi,min
game_0021900923,3/4/20,8:30 PM,NOP,DAL,New Orleans Pelicans,Dallas Mavericks,7,1,no,dal
game_0021900924,3/4/20,9:30 PM,IND,MIL,Indiana Pacers,Milwaukee Bucks,8,1,ind,mil
game_0021900925,3/4/20,10:00 PM,WAS,POR,Washington Wizards,Portland Trail Blazers,9,1,was,por
game_0021900926,3/5/20,7:00 PM,DEN,CHA,Denver Nuggets,Charlotte Hornets,1,1,den,cha
game_0021900927,3/5/20,8:00 PM,LAC,HOU,LA Clippers,Houston Rockets,2,1,lac,hou
game_0021900928,3/5/20,10:00 PM,PHI,SAC,Philadelphia 76ers,Sacramento Kings,3,1,phi,sac
game_0021900929,3/5/20,10:30 PM,TOR,GSW,Toronto Raptors,Golden State Warriors,4,1,tor,gsw
game_0021900930,3/6/20,7:00 PM,ATL,WAS,Atlanta Hawks,Washington Wizards,1,1,atl,was
game_0021900932,3/6/20,7:30 PM,OKC,NYK,Oklahoma City Thunder,New York Knicks,2,1,okc,nyk
game_0021900931,3/6/20,7:30 PM,SAS,BKN,San Antonio Spurs,Brooklyn Nets,3,2,sas,bkn
game_0021900934,3/6/20,8:00 PM,IND,CHI,Indiana Pacers,Chicago Bulls,4,1,ind,chi
game_0021900936,3/6/20,8:00 PM,MIA,NOP,Miami Heat,New Orleans Pelicans,5,2,mia,no
game_0021900935,3/6/20,8:00 PM,ORL,MIN,Orlando Magic,Minnesota Timberwolves,6,3,orl,min
game_0021900933,3/6/20,8:00 PM,UTA,BOS,Utah Jazz,Boston Celtics,7,4,uth,bos
game_0021900937,3/6/20,8:30 PM,MEM,DAL,Memphis Grizzlies,Dallas Mavericks,8,1,mem,dal
game_0021900938,3/6/20,9:00 PM,POR,PHX,Portland Trail Blazers,Phoenix Suns,9,1,por,phx
game_0021900939,3/6/20,10:30 PM,MIL,LAL,Milwaukee Bucks,Los Angeles Lakers,10,1,mil,lal
game_0021900940,3/7/20,5:00 PM,HOU,CHA,Houston Rockets,Charlotte Hornets,1,1,hou,cha
game_0021900941,3/7/20,7:00 PM,UTA,DET,Utah Jazz,Detroit Pistons,2,1,uth,det
game_0021900942,3/7/20,7:30 PM,DEN,CLE,Denver Nuggets,Cleveland Cavaliers,3,1,den,cle
game_0021900943,3/7/20,8:00 PM,ATL,MEM,Atlanta Hawks,Memphis Grizzlies,4,1,atl,mem
game_0021900944,3/7/20,8:30 PM,PHI,GSW,Philadelphia 76ers,Golden State Warriors,5,1,phi,gsw
game_0021900945,3/7/20,10:00 PM,SAC,POR,Sacramento Kings,Portland Trail Blazers,6,1,sac,por
game_0021900946,3/8/20,3:00 PM,CHI,BKN,Chicago Bulls,Brooklyn Nets,1,1,chi,bkn
game_0021900948,3/8/20,3:30 PM,LAL,LAC,Los Angeles Lakers,LA Clippers,2,1,lal,lac
game_0021900947,3/8/20,3:30 PM,NOP,MIN,New Orleans Pelicans,Minnesota Timberwolves,3,2,no,min
game_0021900950,3/8/20,6:00 PM,MIL,PHX,Milwaukee Bucks,Phoenix Suns,4,1,mil,phx
game_0021900949,3/8/20,6:00 PM,OKC,BOS,Oklahoma City Thunder,Boston Celtics,5,2,okc,bos
game_0021900952,3/8/20,7:00 PM,IND,DAL,Indiana Pacers,Dallas Mavericks,6,1,ind,dal
